Participant,ContrastNum,X,Y,Z,Correlation
abs13ins20024_04204,Con1,32,59,38,0.84
abs13ins20024_04204,Con1,35,59,38,0.97
abs13ins20024_04204,Con1,38,59,38,0.96
abs13ins20024_04204,Con1,41,59,38,0.99
abs13ins20024_04204,Con1,44,59,38,0.99
abs13ins20024_04204,Con1,47,59,38,0.95
abs13ins20024_04204,Con1,50,59,38,0.81
abs13ins20024_04204,Con1,53,59,38,0.95
abs13ins20024_04204,Con1,56,59,38,0.94
abs13ins20024_04204,Con1,59,59,38,0.96
abs13ins20024_04204,Con1,62,59,38,0.89
abs13ins20024_04204,Con1,65,59,38,0.91
abs13ins20024_04204,Con1,68,59,38,0.96
abs13ins20024_04204,Con1,71,59,38,0.91
abs13ins20024_04204,Con1,74,59,38,0.87
abs13ins20024_04204,Con1,5,62,38,0.96
abs13ins20024_04204,Con1,8,62,38,0.99
abs13ins20024_04204,Con1,11,62,38,0.54
abs13ins20024_04204,Con1,14,62,38,0.55
abs13ins20024_04204,Con1,17,62,38,0.95
abs13ins20024_04204,Con1,20,62,38,0.97
abs13ins20024_04204,Con1,23,62,38,0.98
abs13ins20024_04204,Con1,26,62,38,0.62
abs13ins20024_04204,Con1,29,62,38,0.80
abs13ins20024_04204,Con1,32,62,38,0.94
abs13ins20024_04204,Con1,35,62,38,0.95
abs13ins20024_04204,Con1,38,62,38,0.96
abs13ins20024_04204,Con1,41,62,38,0.99
abs13ins20024_04204,Con1,44,62,38,1.00
abs13ins20024_04204,Con1,47,62,38,0.99
abs13ins20024_04204,Con1,50,62,38,0.96
abs13ins20024_04204,Con1,53,62,38,0.95
abs13ins20024_04204,Con1,56,62,38,0.96
abs13ins20024_04204,Con1,59,62,38,0.96
abs13ins20024_04204,Con1,62,62,38,0.92
abs13ins20024_04204,Con1,65,62,38,0.99
abs13ins20024_04204,Con1,68,62,38,0.97
abs13ins20024_04204,Con1,71,62,38,0.99
abs13ins20024_04204,Con1,5,65,38,0.94
abs13ins20024_04204,Con1,8,65,38,0.98
abs13ins20024_04204,Con1,11,65,38,0.95
abs13ins20024_04204,Con1,14,65,38,0.99
abs13ins20024_04204,Con1,17,65,38,0.94
abs13ins20024_04204,Con1,20,65,38,0.81
abs13ins20024_04204,Con1,23,65,38,0.93
abs13ins20024_04204,Con1,26,65,38,0.62
abs13ins20024_04204,Con1,29,65,38,0.94
abs13ins20024_04204,Con1,32,65,38,0.72
abs13ins20024_04204,Con1,35,65,38,0.88
abs13ins20024_04204,Con1,38,65,38,0.88
abs13ins20024_04204,Con1,41,65,38,0.98
abs13ins20024_04204,Con1,44,65,38,0.99
abs13ins20024_04204,Con1,47,65,38,0.99
abs13ins20024_04204,Con1,50,65,38,0.97
abs13ins20024_04204,Con1,53,65,38,0.96
abs13ins20024_04204,Con1,56,65,38,0.97
abs13ins20024_04204,Con1,59,65,38,0.98
abs13ins20024_04204,Con1,62,65,38,0.95
abs13ins20024_04204,Con1,65,65,38,0.99
abs13ins20024_04204,Con1,68,65,38,0.99
abs13ins20024_04204,Con1,71,65,38,0.97
abs13ins20024_04204,Con1,8,68,38,0.95
abs13ins20024_04204,Con1,11,68,38,0.91
abs13ins20024_04204,Con1,14,68,38,0.97
abs13ins20024_04204,Con1,17,68,38,0.96
abs13ins20024_04204,Con1,20,68,38,0.83
abs13ins20024_04204,Con1,23,68,38,0.92
abs13ins20024_04204,Con1,26,68,38,0.94
abs13ins20024_04204,Con1,29,68,38,0.82
abs13ins20024_04204,Con1,32,68,38,0.96
abs13ins20024_04204,Con1,35,68,38,0.76
abs13ins20024_04204,Con1,38,68,38,0.55
abs13ins20024_04204,Con1,41,68,38,0.97
abs13ins20024_04204,Con1,44,68,38,0.99
abs13ins20024_04204,Con1,47,68,38,0.99
abs13ins20024_04204,Con1,50,68,38,0.96
abs13ins20024_04204,Con1,53,68,38,0.96
abs13ins20024_04204,Con1,56,68,38,0.97
abs13ins20024_04204,Con1,59,68,38,0.97
abs13ins20024_04204,Con1,62,68,38,0.96
abs13ins20024_04204,Con1,65,68,38,0.97
abs13ins20024_04204,Con1,68,68,38,0.97
abs13ins20024_04204,Con1,71,68,38,0.97
abs13ins20024_04204,Con1,8,71,38,0.99
abs13ins20024_04204,Con1,11,71,38,0.80
abs13ins20024_04204,Con1,14,71,38,0.68
abs13ins20024_04204,Con1,17,71,38,0.89
abs13ins20024_04204,Con1,20,71,38,0.85
abs13ins20024_04204,Con1,23,71,38,0.92
abs13ins20024_04204,Con1,26,71,38,0.98
abs13ins20024_04204,Con1,29,71,38,0.75
abs13ins20024_04204,Con1,32,71,38,0.91
abs13ins20024_04204,Con1,35,71,38,0.72
abs13ins20024_04204,Con1,38,71,38,0.36
abs13ins20024_04204,Con1,41,71,38,0.96
abs13ins20024_04204,Con1,44,71,38,0.81
abs13ins20024_04204,Con1,47,71,38,0.99
abs13ins20024_04204,Con1,50,71,38,0.53
abs13ins20024_04204,Con1,53,71,38,0.98
abs13ins20024_04204,Con1,56,71,38,0.97
abs13ins20024_04204,Con1,59,71,38,0.99
abs13ins20024_04204,Con1,62,71,38,0.97
abs13ins20024_04204,Con1,65,71,38,0.88
abs13ins20024_04204,Con1,68,71,38,0.99
abs13ins20024_04204,Con1,11,74,38,0.86
abs13ins20024_04204,Con1,14,74,38,0.37
abs13ins20024_04204,Con1,17,74,38,0.77
abs13ins20024_04204,Con1,20,74,38,0.80
abs13ins20024_04204,Con1,23,74,38,0.92
abs13ins20024_04204,Con1,26,74,38,0.96
abs13ins20024_04204,Con1,29,74,38,0.95
abs13ins20024_04204,Con1,32,74,38,0.97
abs13ins20024_04204,Con1,35,74,38,0.92
abs13ins20024_04204,Con1,38,74,38,0.95
abs13ins20024_04204,Con1,41,74,38,0.98
abs13ins20024_04204,Con1,44,74,38,0.28
abs13ins20024_04204,Con1,47,74,38,0.98
abs13ins20024_04204,Con1,50,74,38,0.96
abs13ins20024_04204,Con1,53,74,38,0.99
abs13ins20024_04204,Con1,56,74,38,0.97
abs13ins20024_04204,Con1,59,74,38,1.00
abs13ins20024_04204,Con1,62,74,38,0.98
abs13ins20024_04204,Con1,65,74,38,0.90
abs13ins20024_04204,Con1,68,74,38,0.99
abs13ins20024_04204,Con1,14,77,38,0.40
abs13ins20024_04204,Con1,17,77,38,0.51
abs13ins20024_04204,Con1,20,77,38,-0.04
abs13ins20024_04204,Con1,23,77,38,0.72
abs13ins20024_04204,Con1,26,77,38,0.89
abs13ins20024_04204,Con1,29,77,38,0.97
abs13ins20024_04204,Con1,32,77,38,0.98
abs13ins20024_04204,Con1,35,77,38,0.96
abs13ins20024_04204,Con1,38,77,38,0.98
abs13ins20024_04204,Con1,41,77,38,0.98
abs13ins20024_04204,Con1,44,77,38,0.67
abs13ins20024_04204,Con1,47,77,38,1.00
abs13ins20024_04204,Con1,50,77,38,0.98
abs13ins20024_04204,Con1,53,77,38,0.93
abs13ins20024_04204,Con1,56,77,38,0.92
abs13ins20024_04204,Con1,59,77,38,0.99
abs13ins20024_04204,Con1,62,77,38,0.93
abs13ins20024_04204,Con1,65,77,38,0.98
abs13ins20024_04204,Con1,14,80,38,0.86
abs13ins20024_04204,Con1,17,80,38,0.83
abs13ins20024_04204,Con1,20,80,38,0.27
abs13ins20024_04204,Con1,23,80,38,0.43
abs13ins20024_04204,Con1,26,80,38,0.72
abs13ins20024_04204,Con1,29,80,38,0.93
abs13ins20024_04204,Con1,32,80,38,0.94
abs13ins20024_04204,Con1,35,80,38,0.98
abs13ins20024_04204,Con1,38,80,38,1.00
abs13ins20024_04204,Con1,41,80,38,0.95
abs13ins20024_04204,Con1,44,80,38,0.96
abs13ins20024_04204,Con1,47,80,38,0.98
abs13ins20024_04204,Con1,50,80,38,0.99
abs13ins20024_04204,Con1,53,80,38,0.87
abs13ins20024_04204,Con1,56,80,38,0.89
abs13ins20024_04204,Con1,59,80,38,0.98
abs13ins20024_04204,Con1,62,80,38,0.97
abs13ins20024_04204,Con1,65,80,38,0.98
abs13ins20024_04204,Con1,17,83,38,0.87
abs13ins20024_04204,Con1,20,83,38,0.15
abs13ins20024_04204,Con1,23,83,38,0.13
abs13ins20024_04204,Con1,26,83,38,-0.25
abs13ins20024_04204,Con1,29,83,38,0.80
abs13ins20024_04204,Con1,32,83,38,0.91
abs13ins20024_04204,Con1,35,83,38,0.97
abs13ins20024_04204,Con1,38,83,38,0.95
abs13ins20024_04204,Con1,41,83,38,0.95
abs13ins20024_04204,Con1,44,83,38,0.99
abs13ins20024_04204,Con1,47,83,38,0.97
abs13ins20024_04204,Con1,50,83,38,0.98
abs13ins20024_04204,Con1,53,83,38,0.69
abs13ins20024_04204,Con1,56,83,38,0.93
abs13ins20024_04204,Con1,59,83,38,0.94
abs13ins20024_04204,Con1,62,83,38,0.91
abs13ins20024_04204,Con1,20,86,38,0.96
abs13ins20024_04204,Con1,23,86,38,0.91
abs13ins20024_04204,Con1,26,86,38,0.64
abs13ins20024_04204,Con1,29,86,38,0.92
abs13ins20024_04204,Con1,32,86,38,0.88
abs13ins20024_04204,Con1,35,86,38,0.96
abs13ins20024_04204,Con1,38,86,38,0.95
abs13ins20024_04204,Con1,41,86,38,0.99
abs13ins20024_04204,Con1,44,86,38,0.99
abs13ins20024_04204,Con1,47,86,38,1.00
abs13ins20024_04204,Con1,50,86,38,0.97
abs13ins20024_04204,Con1,53,86,38,0.84
abs13ins20024_04204,Con1,56,86,38,0.99
abs13ins20024_04204,Con1,59,86,38,0.97
abs13ins20024_04204,Con1,26,89,38,0.77
abs13ins20024_04204,Con1,29,89,38,0.65
abs13ins20024_04204,Con1,32,89,38,0.88
abs13ins20024_04204,Con1,35,89,38,0.94
abs13ins20024_04204,Con1,38,89,38,0.92
abs13ins20024_04204,Con1,41,89,38,0.94
abs13ins20024_04204,Con1,44,89,38,0.99
abs13ins20024_04204,Con1,47,89,38,0.96
abs13ins20024_04204,Con1,50,89,38,0.85
abs13ins20024_04204,Con1,53,89,38,0.95
abs13ins20024_04204,Con1,56,89,38,0.98
abs13ins20024_04204,Con1,29,92,38,0.92
abs13ins20024_04204,Con1,32,92,38,0.97
abs13ins20024_04204,Con1,35,92,38,0.88
abs13ins20024_04204,Con1,38,92,38,0.90
abs13ins20024_04204,Con1,41,92,38,0.06
abs13ins20024_04204,Con1,44,92,38,0.63
abs13ins20024_04204,Con1,47,92,38,0.73
abs13ins20024_04204,Con1,50,92,38,0.96
abs13ins20024_04204,Con1,29,8,41,0.98
abs13ins20024_04204,Con1,32,8,41,0.95
abs13ins20024_04204,Con1,35,8,41,0.98
abs13ins20024_04204,Con1,38,8,41,1.00
abs13ins20024_04204,Con1,41,8,41,0.95
abs13ins20024_04204,Con1,44,8,41,0.96
abs13ins20024_04204,Con1,47,8,41,1.00
abs13ins20024_04204,Con1,50,8,41,0.99
abs13ins20024_04204,Con1,53,8,41,0.99
abs13ins20024_04204,Con1,23,11,41,0.69
abs13ins20024_04204,Con1,26,11,41,0.95
abs13ins20024_04204,Con1,29,11,41,0.98
abs13ins20024_04204,Con1,32,11,41,0.98
abs13ins20024_04204,Con1,35,11,41,0.98
abs13ins20024_04204,Con1,38,11,41,1.00
abs13ins20024_04204,Con1,41,11,41,1.00
abs13ins20024_04204,Con1,44,11,41,0.99
abs13ins20024_04204,Con1,47,11,41,0.97
abs13ins20024_04204,Con1,50,11,41,0.98
abs13ins20024_04204,Con1,53,11,41,0.97
abs13ins20024_04204,Con1,56,11,41,0.98
abs13ins20024_04204,Con1,59,11,41,0.99
abs13ins20024_04204,Con1,17,14,41,0.90
abs13ins20024_04204,Con1,20,14,41,0.99
abs13ins20024_04204,Con1,23,14,41,0.95
abs13ins20024_04204,Con1,26,14,41,0.98
abs13ins20024_04204,Con1,29,14,41,0.98
abs13ins20024_04204,Con1,32,14,41,0.97
abs13ins20024_04204,Con1,35,14,41,0.95
abs13ins20024_04204,Con1,38,14,41,0.98
abs13ins20024_04204,Con1,41,14,41,0.94
abs13ins20024_04204,Con1,44,14,41,0.91
abs13ins20024_04204,Con1,47,14,41,0.99
abs13ins20024_04204,Con1,50,14,41,0.98
abs13ins20024_04204,Con1,53,14,41,0.98
abs13ins20024_04204,Con1,56,14,41,0.91
abs13ins20024_04204,Con1,59,14,41,0.99
abs13ins20024_04204,Con1,62,14,41,1.00
abs13ins20024_04204,Con1,14,17,41,1.00
abs13ins20024_04204,Con1,17,17,41,0.89
abs13ins20024_04204,Con1,20,17,41,0.96
abs13ins20024_04204,Con1,23,17,41,0.96
abs13ins20024_04204,Con1,26,17,41,0.97
abs13ins20024_04204,Con1,29,17,41,0.98
abs13ins20024_04204,Con1,32,17,41,0.94
abs13ins20024_04204,Con1,35,17,41,0.96
abs13ins20024_04204,Con1,38,17,41,0.91
abs13ins20024_04204,Con1,41,17,41,0.94
abs13ins20024_04204,Con1,44,17,41,0.97
abs13ins20024_04204,Con1,47,17,41,1.00
abs13ins20024_04204,Con1,50,17,41,0.98
abs13ins20024_04204,Con1,53,17,41,1.00
abs13ins20024_04204,Con1,56,17,41,0.97
abs13ins20024_04204,Con1,59,17,41,0.99
abs13ins20024_04204,Con1,62,17,41,0.98
abs13ins20024_04204,Con1,65,17,41,0.97
abs13ins20024_04204,Con1,11,20,41,0.98
abs13ins20024_04204,Con1,14,20,41,0.93
abs13ins20024_04204,Con1,17,20,41,0.87
abs13ins20024_04204,Con1,20,20,41,0.98
abs13ins20024_04204,Con1,23,20,41,0.91
abs13ins20024_04204,Con1,26,20,41,0.90
abs13ins20024_04204,Con1,29,20,41,0.92
abs13ins20024_04204,Con1,32,20,41,0.93
abs13ins20024_04204,Con1,35,20,41,0.96
abs13ins20024_04204,Con1,38,20,41,0.92
abs13ins20024_04204,Con1,41,20,41,0.98
abs13ins20024_04204,Con1,44,20,41,0.98
abs13ins20024_04204,Con1,47,20,41,0.99
abs13ins20024_04204,Con1,50,20,41,0.98
abs13ins20024_04204,Con1,53,20,41,0.98
abs13ins20024_04204,Con1,56,20,41,0.97
abs13ins20024_04204,Con1,59,20,41,0.98
abs13ins20024_04204,Con1,62,20,41,0.97
abs13ins20024_04204,Con1,65,20,41,0.91
abs13ins20024_04204,Con1,68,20,41,0.93
abs13ins20024_04204,Con1,11,23,41,0.96
abs13ins20024_04204,Con1,14,23,41,0.71
abs13ins20024_04204,Con1,17,23,41,0.88
abs13ins20024_04204,Con1,20,23,41,0.95
abs13ins20024_04204,Con1,23,23,41,0.99
abs13ins20024_04204,Con1,26,23,41,0.92
abs13ins20024_04204,Con1,29,23,41,0.39
abs13ins20024_04204,Con1,32,23,41,0.99
abs13ins20024_04204,Con1,35,23,41,0.99
abs13ins20024_04204,Con1,38,23,41,1.00
abs13ins20024_04204,Con1,41,23,41,1.00
abs13ins20024_04204,Con1,44,23,41,0.99
abs13ins20024_04204,Con1,47,23,41,0.99
abs13ins20024_04204,Con1,50,23,41,0.99
abs13ins20024_04204,Con1,53,23,41,0.90
abs13ins20024_04204,Con1,56,23,41,0.88
abs13ins20024_04204,Con1,59,23,41,0.38
abs13ins20024_04204,Con1,62,23,41,0.96
abs13ins20024_04204,Con1,65,23,41,0.99
abs13ins20024_04204,Con1,68,23,41,0.96
abs13ins20024_04204,Con1,8,26,41,0.99
abs13ins20024_04204,Con1,11,26,41,0.68
abs13ins20024_04204,Con1,14,26,41,0.98
abs13ins20024_04204,Con1,17,26,41,0.96
abs13ins20024_04204,Con1,20,26,41,0.99
abs13ins20024_04204,Con1,23,26,41,0.93
abs13ins20024_04204,Con1,26,26,41,0.98
abs13ins20024_04204,Con1,29,26,41,0.87
abs13ins20024_04204,Con1,32,26,41,0.99
abs13ins20024_04204,Con1,35,26,41,1.00
abs13ins20024_04204,Con1,38,26,41,1.00
abs13ins20024_04204,Con1,41,26,41,1.00
abs13ins20024_04204,Con1,44,26,41,0.98
abs13ins20024_04204,Con1,47,26,41,0.99
abs13ins20024_04204,Con1,50,26,41,0.93
abs13ins20024_04204,Con1,53,26,41,0.97
abs13ins20024_04204,Con1,56,26,41,0.76
abs13ins20024_04204,Con1,59,26,41,0.65
abs13ins20024_04204,Con1,62,26,41,0.94
abs13ins20024_04204,Con1,65,26,41,0.99
abs13ins20024_04204,Con1,68,26,41,0.99
abs13ins20024_04204,Con1,71,26,41,0.99
abs13ins20024_04204,Con1,8,29,41,0.98
abs13ins20024_04204,Con1,11,29,41,0.83
abs13ins20024_04204,Con1,14,29,41,0.91
abs13ins20024_04204,Con1,17,29,41,0.88
abs13ins20024_04204,Con1,20,29,41,0.99
abs13ins20024_04204,Con1,23,29,41,0.86
abs13ins20024_04204,Con1,26,29,41,0.99
abs13ins20024_04204,Con1,29,29,41,0.98
abs13ins20024_04204,Con1,32,29,41,0.99
abs13ins20024_04204,Con1,35,29,41,0.99
abs13ins20024_04204,Con1,38,29,41,1.00
abs13ins20024_04204,Con1,41,29,41,0.99
abs13ins20024_04204,Con1,44,29,41,0.95
abs13ins20024_04204,Con1,47,29,41,0.99
abs13ins20024_04204,Con1,50,29,41,0.82
abs13ins20024_04204,Con1,53,29,41,0.98
abs13ins20024_04204,Con1,56,29,41,0.70
abs13ins20024_04204,Con1,59,29,41,0.73
abs13ins20024_04204,Con1,62,29,41,0.88
abs13ins20024_04204,Con1,65,29,41,0.99
abs13ins20024_04204,Con1,68,29,41,1.00
abs13ins20024_04204,Con1,71,29,41,0.98
abs13ins20024_04204,Con1,5,32,41,0.85
abs13ins20024_04204,Con1,8,32,41,0.81
abs13ins20024_04204,Con1,11,32,41,0.97
abs13ins20024_04204,Con1,14,32,41,0.82
abs13ins20024_04204,Con1,17,32,41,0.95
abs13ins20024_04204,Con1,20,32,41,0.99
abs13ins20024_04204,Con1,23,32,41,0.93
abs13ins20024_04204,Con1,26,32,41,0.97
abs13ins20024_04204,Con1,29,32,41,0.97
abs13ins20024_04204,Con1,32,32,41,0.98
abs13ins20024_04204,Con1,35,32,41,0.96
abs13ins20024_04204,Con1,38,32,41,0.98
abs13ins20024_04204,Con1,41,32,41,0.99
abs13ins20024_04204,Con1,44,32,41,0.96
abs13ins20024_04204,Con1,47,32,41,0.99
abs13ins20024_04204,Con1,50,32,41,0.81
abs13ins20024_04204,Con1,53,32,41,1.00
abs13ins20024_04204,Con1,56,32,41,0.97
abs13ins20024_04204,Con1,59,32,41,0.95
abs13ins20024_04204,Con1,62,32,41,0.99
abs13ins20024_04204,Con1,65,32,41,0.99
abs13ins20024_04204,Con1,68,32,41,1.00
abs13ins20024_04204,Con1,71,32,41,1.00
abs13ins20024_04204,Con1,74,32,41,0.98
abs13ins20024_04204,Con1,5,35,41,0.08
abs13ins20024_04204,Con1,8,35,41,0.83
abs13ins20024_04204,Con1,11,35,41,0.93
abs13ins20024_04204,Con1,14,35,41,0.83
abs13ins20024_04204,Con1,17,35,41,0.99
abs13ins20024_04204,Con1,20,35,41,0.99
abs13ins20024_04204,Con1,23,35,41,0.94
abs13ins20024_04204,Con1,26,35,41,0.96
abs13ins20024_04204,Con1,29,35,41,0.95
abs13ins20024_04204,Con1,32,35,41,0.98
abs13ins20024_04204,Con1,35,35,41,0.98
abs13ins20024_04204,Con1,38,35,41,1.00
abs13ins20024_04204,Con1,41,35,41,0.99
abs13ins20024_04204,Con1,44,35,41,0.95
abs13ins20024_04204,Con1,47,35,41,0.95
abs13ins20024_04204,Con1,50,35,41,0.87
abs13ins20024_04204,Con1,53,35,41,0.98
abs13ins20024_04204,Con1,56,35,41,0.97
abs13ins20024_04204,Con1,59,35,41,0.99
abs13ins20024_04204,Con1,62,35,41,0.99
abs13ins20024_04204,Con1,65,35,41,0.99
abs13ins20024_04204,Con1,68,35,41,0.99
abs13ins20024_04204,Con1,71,35,41,1.00
abs13ins20024_04204,Con1,74,35,41,0.91
abs13ins20024_04204,Con1,5,38,41,-0.30
abs13ins20024_04204,Con1,8,38,41,0.70
abs13ins20024_04204,Con1,11,38,41,0.92
abs13ins20024_04204,Con1,14,38,41,0.89
abs13ins20024_04204,Con1,17,38,41,0.86
abs13ins20024_04204,Con1,20,38,41,0.99
abs13ins20024_04204,Con1,23,38,41,0.91
abs13ins20024_04204,Con1,26,38,41,0.98
abs13ins20024_04204,Con1,29,38,41,0.99
abs13ins20024_04204,Con1,32,38,41,0.97
abs13ins20024_04204,Con1,35,38,41,0.80
abs13ins20024_04204,Con1,38,38,41,0.98
abs13ins20024_04204,Con1,41,38,41,0.90
abs13ins20024_04204,Con1,44,38,41,0.79
abs13ins20024_04204,Con1,47,38,41,0.99
abs13ins20024_04204,Con1,50,38,41,0.99
abs13ins20024_04204,Con1,53,38,41,0.97
abs13ins20024_04204,Con1,56,38,41,0.93
abs13ins20024_04204,Con1,59,38,41,0.98
abs13ins20024_04204,Con1,62,38,41,0.97
abs13ins20024_04204,Con1,65,38,41,0.96
abs13ins20024_04204,Con1,68,38,41,0.98
abs13ins20024_04204,Con1,71,38,41,1.00
abs13ins20024_04204,Con1,74,38,41,0.99
abs13ins20024_04204,Con1,5,41,41,0.47
abs13ins20024_04204,Con1,8,41,41,0.81
abs13ins20024_04204,Con1,11,41,41,0.78
abs13ins20024_04204,Con1,14,41,41,0.95
abs13ins20024_04204,Con1,17,41,41,0.91
abs13ins20024_04204,Con1,20,41,41,0.88
abs13ins20024_04204,Con1,23,41,41,0.86
abs13ins20024_04204,Con1,26,41,41,0.99
abs13ins20024_04204,Con1,29,41,41,0.99
abs13ins20024_04204,Con1,32,41,41,0.98
abs13ins20024_04204,Con1,35,41,41,0.97
abs13ins20024_04204,Con1,38,41,41,0.99
abs13ins20024_04204,Con1,41,41,41,0.88
abs13ins20024_04204,Con1,44,41,41,0.81
abs13ins20024_04204,Con1,47,41,41,0.97
abs13ins20024_04204,Con1,50,41,41,0.98
abs13ins20024_04204,Con1,53,41,41,0.92
abs13ins20024_04204,Con1,56,41,41,0.58
abs13ins20024_04204,Con1,59,41,41,0.98
abs13ins20024_04204,Con1,62,41,41,0.97
abs13ins20024_04204,Con1,65,41,41,0.97
abs13ins20024_04204,Con1,68,41,41,0.99
abs13ins20024_04204,Con1,71,41,41,1.00
abs13ins20024_04204,Con1,74,41,41,0.97
abs13ins20024_04204,Con1,2,44,41,0.88
abs13ins20024_04204,Con1,5,44,41,0.83
abs13ins20024_04204,Con1,8,44,41,0.79
abs13ins20024_04204,Con1,11,44,41,-0.09
abs13ins20024_04204,Con1,14,44,41,0.71
abs13ins20024_04204,Con1,17,44,41,0.92
abs13ins20024_04204,Con1,20,44,41,0.68
abs13ins20024_04204,Con1,23,44,41,0.95
abs13ins20024_04204,Con1,26,44,41,0.99
abs13ins20024_04204,Con1,29,44,41,0.99
abs13ins20024_04204,Con1,32,44,41,0.98
abs13ins20024_04204,Con1,35,44,41,0.97
abs13ins20024_04204,Con1,38,44,41,0.96
abs13ins20024_04204,Con1,41,44,41,0.93
abs13ins20024_04204,Con1,44,44,41,0.98
abs13ins20024_04204,Con1,47,44,41,0.95
abs13ins20024_04204,Con1,50,44,41,0.95
abs13ins20024_04204,Con1,53,44,41,0.93
abs13ins20024_04204,Con1,56,44,41,0.65
abs13ins20024_04204,Con1,59,44,41,0.97
abs13ins20024_04204,Con1,62,44,41,0.97
abs13ins20024_04204,Con1,65,44,41,0.93
abs13ins20024_04204,Con1,68,44,41,0.85
abs13ins20024_04204,Con1,71,44,41,1.00
abs13ins20024_04204,Con1,74,44,41,0.92
abs13ins20024_04204,Con1,2,47,41,0.83
abs13ins20024_04204,Con1,5,47,41,0.40
abs13ins20024_04204,Con1,8,47,41,0.85
abs13ins20024_04204,Con1,11,47,41,0.89
abs13ins20024_04204,Con1,14,47,41,0.86
abs13ins20024_04204,Con1,17,47,41,0.97
abs13ins20024_04204,Con1,20,47,41,0.95
abs13ins20024_04204,Con1,23,47,41,0.98
abs13ins20024_04204,Con1,26,47,41,0.99
abs13ins20024_04204,Con1,29,47,41,0.97
abs13ins20024_04204,Con1,32,47,41,0.98
abs13ins20024_04204,Con1,35,47,41,0.97
abs13ins20024_04204,Con1,38,47,41,0.98
abs13ins20024_04204,Con1,41,47,41,0.96
abs13ins20024_04204,Con1,44,47,41,0.98
abs13ins20024_04204,Con1,47,47,41,0.91
abs13ins20024_04204,Con1,50,47,41,0.96
abs13ins20024_04204,Con1,53,47,41,0.88
abs13ins20024_04204,Con1,56,47,41,0.48
abs13ins20024_04204,Con1,59,47,41,0.93
abs13ins20024_04204,Con1,62,47,41,0.96
abs13ins20024_04204,Con1,65,47,41,0.98
abs13ins20024_04204,Con1,68,47,41,0.96
abs13ins20024_04204,Con1,71,47,41,1.00
abs13ins20024_04204,Con1,74,47,41,0.95
abs13ins20024_04204,Con1,2,50,41,0.99
abs13ins20024_04204,Con1,5,50,41,0.96
abs13ins20024_04204,Con1,8,50,41,0.95
abs13ins20024_04204,Con1,11,50,41,0.98
abs13ins20024_04204,Con1,14,50,41,0.76
abs13ins20024_04204,Con1,17,50,41,0.97
abs13ins20024_04204,Con1,20,50,41,0.99
abs13ins20024_04204,Con1,23,50,41,0.98
abs13ins20024_04204,Con1,26,50,41,0.95
abs13ins20024_04204,Con1,29,50,41,0.91
abs13ins20024_04204,Con1,32,50,41,0.91
abs13ins20024_04204,Con1,35,50,41,0.97
abs13ins20024_04204,Con1,38,50,41,0.97
abs13ins20024_04204,Con1,41,50,41,0.89
abs13ins20024_04204,Con1,44,50,41,0.96
abs13ins20024_04204,Con1,47,50,41,0.92
abs13ins20024_04204,Con1,50,50,41,0.89
abs13ins20024_04204,Con1,53,50,41,0.85
abs13ins20024_04204,Con1,56,50,41,0.91
abs13ins20024_04204,Con1,59,50,41,0.97
abs13ins20024_04204,Con1,62,50,41,0.99
abs13ins20024_04204,Con1,65,50,41,0.98
abs13ins20024_04204,Con1,68,50,41,0.99
abs13ins20024_04204,Con1,71,50,41,1.00
abs13ins20024_04204,Con1,74,50,41,0.97
abs13ins20024_04204,Con1,2,53,41,0.97
abs13ins20024_04204,Con1,5,53,41,0.99
abs13ins20024_04204,Con1,8,53,41,0.92
abs13ins20024_04204,Con1,11,53,41,0.98
abs13ins20024_04204,Con1,14,53,41,0.42
abs13ins20024_04204,Con1,17,53,41,0.66
abs13ins20024_04204,Con1,20,53,41,0.98
abs13ins20024_04204,Con1,23,53,41,0.88
abs13ins20024_04204,Con1,26,53,41,0.98
abs13ins20024_04204,Con1,29,53,41,0.91
abs13ins20024_04204,Con1,32,53,41,0.69
abs13ins20024_04204,Con1,35,53,41,0.99
abs13ins20024_04204,Con1,38,53,41,0.98
abs13ins20024_04204,Con1,41,53,41,0.93
abs13ins20024_04204,Con1,44,53,41,0.96
abs13ins20024_04204,Con1,47,53,41,0.93
abs13ins20024_04204,Con1,50,53,41,0.90
abs13ins20024_04204,Con1,53,53,41,0.88
abs13ins20024_04204,Con1,56,53,41,0.98
abs13ins20024_04204,Con1,59,53,41,0.99
abs13ins20024_04204,Con1,62,53,41,0.98
abs13ins20024_04204,Con1,65,53,41,0.93
abs13ins20024_04204,Con1,68,53,41,0.98
abs13ins20024_04204,Con1,71,53,41,0.99
abs13ins20024_04204,Con1,74,53,41,0.97
abs13ins20024_04204,Con1,5,56,41,0.97
abs13ins20024_04204,Con1,8,56,41,0.94
abs13ins20024_04204,Con1,11,56,41,0.98
abs13ins20024_04204,Con1,14,56,41,0.82
abs13ins20024_04204,Con1,17,56,41,0.69
abs13ins20024_04204,Con1,20,56,41,0.96
abs13ins20024_04204,Con1,23,56,41,0.85
abs13ins20024_04204,Con1,26,56,41,0.98
abs13ins20024_04204,Con1,29,56,41,0.92
abs13ins20024_04204,Con1,32,56,41,0.45
abs13ins20024_04204,Con1,35,56,41,0.97
abs13ins20024_04204,Con1,38,56,41,0.93
abs13ins20024_04204,Con1,41,56,41,0.72
